Station ∆,Date,Ave. T. (ºC),Max. T. (ºC),Min. T. (ºC),Prec. (mm),S.L.Press./ Gheopot.,Wind dir,Wind sp. (Km/h),Cloud c.,Snow depth (cm),Insolat. (hours)
ARAK,01/01/2024,5.8,13.0,-1.4,0.1,1020.3 Hpa,292º(W),5,4/8,-,-
ARDEBIL,31/01/2024,-3.0,-0.4,-5.5,0.8,1030.0 Hpa,236º(SW),4,8/8,3,-
ARDEBIL,30/01/2024,-4.5,-0.6,-8.5,Tr,1029.9 Hpa,54º(NE),17,8/8,4,-
ARDEBIL,29/01/2024,-2.1,3.8,-8.0,0.0,1025.4 Hpa,30º(NE),8,5/8,5,-
ARDEBIL,28/01/2024,0.4,4.3,-3.5,0.0,1017.1 Hpa,245º(SW),7,5/8,9,-
ARDEBIL,27/01/2024,1.1,6.7,-4.5,0.4,1008.3 Hpa,187º(S),24,6/8,12,-
ARDEBIL,26/01/2024,-5.8,5.2,-16.8,0.0,1014.8 Hpa,203º(SW),29,4/8,18,-
ARDEBIL,25/01/2024,-6.2,0.2,-12.6,0.0,1022.4 Hpa,231º(SW),15,3/8,25,-
ARDEBIL,24/01/2024,-5.7,-4.3,-7.0,8.6,1024.7 Hpa,38º(NE),25,8/8,15,-
ARDEBIL,23/01/2024,-2.6,-1.8,-3.5,4.1,1026.1 Hpa,56º(NE),31,8/8,5,-
ARDEBIL,22/01/2024,1.4,4.9,-2.2,0.2,1023.5 Hpa,52º(NE),20,7/8,6,-
ARDEBIL,21/01/2024,4.7,10.0,-0.7,0.0,1019.1 Hpa,230º(SW),11,4/8,10,-
ARDEBIL,20/01/2024,5.3,7.8,2.9,0.0,1019.2 Hpa,199º(S),14,5/8,11,-
ARDEBIL,19/01/2024,-3.5,6.8,-13.9,0.0,1023.2 Hpa,186º(S),22,6/8,14,-
ARDEBIL,18/01/2024,-2.6,2.2,-7.4,0.0,1027.0 Hpa,-,0,3/8,17,-
ARDEBIL,17/01/2024,1.8,6.5,-2.9,0.0,1019.3 Hpa,194º(S),13,2/8,27,-
ARDEBIL,16/01/2024,-1.1,6.0,-8.1,0.0,1020.5 Hpa,222º(SW),15,3/8,34,8.6
ARDEBIL,15/01/2024,0.4,8.2,-7.4,0.0,1021.2 Hpa,278º(W),4,0/8,42,-
ARDEBIL,14/01/2024,-4.7,-3.6,-5.7,9.1,1018.8 Hpa,48º(NE),22,8/8,35,-
ARDEBIL,13/01/2024,1.9,7.3,-3.5,7.3,1006.6 Hpa,121º(SE),30,7/8,-,-
ARDEBIL,12/01/2024,4.0,9.3,-1.3,0.0,1004.8 Hpa,196º(S),40,5/8,3,-
ARDEBIL,11/01/2024,1.6,4.5,-1.2,2.9,1015.7 Hpa,82º(E),5,8/8,-,-
ARDEBIL,10/01/2024,6.7,10.8,2.5,0.4,1011.7 Hpa,153º(SE),21,6/8,-,-
ARDEBIL,09/01/2024,9.8,14.1,5.4,0.0,1011.1 Hpa,210º(SW),41,5/8,-,-
ARDEBIL,08/01/2024,7.2,14.4,0.0,0.0,1014.5 Hpa,199º(S),37,5/8,-,-
ARDEBIL,07/01/2024,3.5,7.9,-0.8,0.0,1022.2 Hpa,189º(S),33,0/8,-,-
ARDEBIL,06/01/2024,4.9,9.0,0.8,8.6,1018.9 Hpa,211º(SW),23,4/8,2,-
ARDEBIL,05/01/2024,6.3,12.6,0.0,Tr,1008.9 Hpa,192º(S),38,6/8,-,-
ARDEBIL,04/01/2024,5.1,12.7,-2.5,0.0,1012.6 Hpa,203º(SW),25,4/8,-,-
ARDEBIL,03/01/2024,1.4,10.0,-7.1,0.0,1010.3 Hpa,188º(S),24,4/8,-,-
ARDEBIL,02/01/2024,3.0,13.2,-7.1,0.0,1019.6 Hpa,181º(S),16,4/8,-,-
ARDEBIL,01/01/2024,4.2,9.6,-1.3,0.0,1021.4 Hpa,134º(SE),4,5/8,-,-
BABULSAR,31/01/2024,8.9,11.8,6.0,0.0,1031.2 Hpa,92º(E),6,4/8,-,-
BABULSAR,30/01/2024,8.4,10.5,6.3,0.2,1031.7 Hpa,86º(E),11,8/8,-,-
BABULSAR,29/01/2024,10.4,12.8,8.0,0.0,1025.6 Hpa,82º(E),7,6/8,-,-
BABULSAR,28/01/2024,8.8,11.4,6.1,32.0,1018.6 Hpa,226º(SW),4,8/8,-,-
BABULSAR,27/01/2024,8.0,12.6,3.4,0.0,1010.9 Hpa,240º(SW),2,6/8,-,-
BABULSAR,26/01/2024,7.0,10.8,3.3,0.0,1017.2 Hpa,116º(SE),1,5/8,-,-
BABULSAR,25/01/2024,7.2,9.4,5.0,0.5,1022.4 Hpa,104º(E),8,6/8,-,-
BABULSAR,24/01/2024,8.8,10.2,7.5,11.1,1023.7 Hpa,176º(S),7,8/8,-,-
BABULSAR,23/01/2024,9.8,11.7,7.9,1.2,1027.0 Hpa,101º(E),8,8/8,-,-
BABULSAR,22/01/2024,10.6,12.9,8.2,0.0,1025.4 Hpa,98º(E),7,8/8,-,-
BABULSAR,21/01/2024,13.0,19.9,6.1,0.0,1017.3 Hpa,68º(E),1,2/8,-,-
BABULSAR,20/01/2024,11.2,16.1,6.3,0.0,1018.6 Hpa,75º(E),2,5/8,-,-
BABULSAR,19/01/2024,11.1,14.6,7.5,0.0,1022.5 Hpa,88º(E),5,1/8,-,-
BABULSAR,18/01/2024,10.3,13.8,6.8,0.7,1026.1 Hpa,259º(W),2,8/8,-,-
BABULSAR,17/01/2024,15.2,23.8,6.7,0.0,1018.2 Hpa,261º(W),4,3/8,-,-
BABULSAR,16/01/2024,11.2,15.4,6.9,0.0,1020.3 Hpa,75º(E),4,3/8,-,4.8
BABULSAR,15/01/2024,8.8,11.4,6.3,0.1,1021.2 Hpa,222º(SW),3,6/8,-,-
BABULSAR,14/01/2024,9.3,11.2,7.4,7.4,1018.9 Hpa,166º(S),4,8/8,-,-
BABULSAR,13/01/2024,14.4,21.5,7.3,6.0,1009.3 Hpa,52º(NE),5,5/8,-,-
BABULSAR,12/01/2024,11.7,14.4,8.9,0.0,1006.7 Hpa,88º(E),2,5/8,-,-
BABULSAR,11/01/2024,12.1,14.6,9.5,0.0,1018.6 Hpa,77º(E),6,8/8,-,-
BABULSAR,10/01/2024,12.2,16.2,8.3,0.8,1016.2 Hpa,63º(NE),5,7/8,-,-
BABULSAR,09/01/2024,15.4,24.6,6.2,0.0,1011.8 Hpa,90º(E),1,5/8,-,-
BABULSAR,08/01/2024,10.1,14.1,6.1,0.0,1012.8 Hpa,355º(N),1,2/8,-,-
BABULSAR,07/01/2024,12.2,17.6,6.8,0.0,1021.7 Hpa,101º(E),5,0/8,-,-
BABULSAR,06/01/2024,12.2,15.9,8.5,11.0,1019.5 Hpa,258º(W),9,5/8,-,-
BABULSAR,05/01/2024,14.0,19.3,8.7,0.0,1010.8 Hpa,119º(SE),3,2/8,-,-
BABULSAR,04/01/2024,11.8,16.7,7.0,0.0,1014.1 Hpa,93º(E),4,4/8,-,-
BABULSAR,03/01/2024,11.7,16.1,7.2,0.0,1011.0 Hpa,130º(SE),3,4/8,-,-
BABULSAR,02/01/2024,11.8,16.1,7.6,0.0,1019.9 Hpa,85º(E),3,1/8,-,-
BABULSAR,01/01/2024,10.1,15.6,4.6,Tr,1023.3 Hpa,244º(SW),2,4/8,-,-
BAFT,31/01/2024,8.4,14.0,2.8,0.0,1015.5 Hpa,277º(W),9,0/8,-,-
BAFT,30/01/2024,6.7,12.4,1.0,0.0,1016.2 Hpa,253º(W),5,5/8,-,-
BAFT,29/01/2024,7.5,14.8,0.2,0.0,1015.9 Hpa,250º(W),2,5/8,-,-
BAFT,28/01/2024,8.7,13.4,4.0,0.0,1014.0 Hpa,263º(W),12,3/8,-,-
BAFT,27/01/2024,9.6,14.4,4.8,0.0,1014.4 Hpa,267º(W),12,6/8,-,-
BAFT,26/01/2024,10.6,16.2,5.0,0.0,1014.5 Hpa,267º(W),5,3/8,-,-
BAFT,25/01/2024,10.7,17.4,4.0,0.0,1015.5 Hpa,350º(N),9,2/8,-,-
BAFT,24/01/2024,9.2,17.6,0.8,0.0,1015.9 Hpa,315º(NW),8,3/8,-,-
BAFT,23/01/2024,9.2,17.6,0.8,0.0,1019.8 Hpa,252º(W),6,0/8,-,-
BAFT,22/01/2024,8.0,15.6,0.4,0.0,1019.8 Hpa,260º(W),3,0/8,-,-
BAFT,21/01/2024,6.6,14.4,-1.2,0.0,1018.9 Hpa,250º(W),3,2/8,-,-
BAFT,20/01/2024,6.6,14.4,-1.2,0.0,1020.5 Hpa,252º(W),9,0/8,-,-
BAFT,19/01/2024,8.7,15.4,2.0,0.1,1016.8 Hpa,291º(W),6,3/8,-,-
BAFT,18/01/2024,8.7,15.4,2.0,0.0,1014.7 Hpa,282º(W),9,2/8,-,-
BAFT,17/01/2024,10.2,15.4,5.0,0.0,1011.2 Hpa,335º(NW),6,0/8,-,-
BAFT,16/01/2024,9.4,14.8,4.0,0.0,1014.2 Hpa,346º(N),13,2/8,-,9.6
BAFT,15/01/2024,7.8,15.6,0.0,0.0,1016.7 Hpa,297º(NW),11,3/8,-,-
BAFT,14/01/2024,7.8,15.6,0.0,0.0,1017.4 Hpa,308º(NW),12,4/8,-,-
BAFT,13/01/2024,7.0,13.0,1.0,0.0,1016.5 Hpa,263º(W),5,2/8,-,-
BAFT,12/01/2024,8.8,13.8,3.8,0.0,1014.0 Hpa,250º(W),2,2/8,-,-
BAFT,11/01/2024,9.2,17.4,1.0,0.0,1015.6 Hpa,230º(SW),2,5/8,-,-
BAFT,10/01/2024,8.4,17.4,-0.6,0.0,1020.3 Hpa,239º(SW),3,3/8,-,-
BAFT,09/01/2024,6.4,16.4,-3.6,0.0,1021.5 Hpa,281º(W),9,0/8,-,-
BAFT,08/01/2024,5.8,15.2,-3.6,0.0,1023.5 Hpa,202º(S),6,0/8,-,-
BAFT,07/01/2024,6.2,13.8,-1.4,0.0,1020.0 Hpa,323º(NW),13,0/8,-,-
BAFT,06/01/2024,6.6,14.6,-1.4,0.0,1016.4 Hpa,270º(W),5,0/8,-,-
BAFT,05/01/2024,6.8,14.6,-1.0,0.0,1017.9 Hpa,255º(W),2,0/8,-,-
BAFT,04/01/2024,6.8,13.2,0.4,0.0,1015.3 Hpa,228º(SW),8,1/8,-,-
BAFT,03/01/2024,7.5,13.8,1.2,0.0,1014.1 Hpa,258º(W),6,2/8,-,-
BAFT,02/01/2024,7.6,13.8,1.4,0.0,1016.9 Hpa,255º(W),2,1/8,-,-
BAFT,01/01/2024,8.7,12.8,4.6,0.8,1016.9 Hpa,239º(SW),1,5/8,-,-
BAM,31/01/2024,12.2,16.6,7.8,0.0,1019.6 Hpa,334º(NW),7,0/8,-,-
BAM,30/01/2024,14.0,19.0,9.0,0.0,1017.4 Hpa,346º(N),6,3/8,-,-
BAM,29/01/2024,14.9,20.4,9.4,0.0,1014.4 Hpa,110º(E),6,4/8,-,-
BAM,28/01/2024,19.6,27.0,12.3,0.0,1007.7 Hpa,249º(W),9,3/8,-,-
BAM,27/01/2024,18.5,25.0,12.0,0.0,1008.9 Hpa,267º(W),14,6/8,-,-
BAM,26/01/2024,19.5,25.0,14.0,0.0,1010.4 Hpa,201º(S),5,5/8,-,-
BAM,25/01/2024,20.3,28.6,12.0,0.0,1009.2 Hpa,321º(NW),5,4/8,-,-
BAM,24/01/2024,18.7,28.6,8.8,0.0,1010.4 Hpa,310º(NW),7,4/8,-,-
BAM,23/01/2024,15.6,23.2,8.0,0.0,1018.1 Hpa,276º(W),8,0/8,-,-
BAM,22/01/2024,14.9,21.8,8.0,0.0,1019.1 Hpa,302º(NW),9,0/8,-,-
BAM,21/01/2024,14.4,21.0,7.8,0.0,1017.0 Hpa,312º(NW),9,0/8,-,-
BAM,20/01/2024,14.1,20.4,7.8,0.0,1020.7 Hpa,320º(NW),7,1/8,-,-
BAM,19/01/2024,13.3,17.2,9.4,0.1,1018.1 Hpa,269º(W),8,4/8,-,-
BAM,18/01/2024,15.8,22.2,9.4,0.0,1015.3 Hpa,294º(NW),9,0/8,-,-
BAM,17/01/2024,16.7,21.8,11.6,0.0,1013.8 Hpa,303º(NW),7,1/8,-,-
BAM,16/01/2024,19.0,26.2,11.8,0.0,1012.5 Hpa,316º(NW),12,3/8,-,8.7
BAM,15/01/2024,19.6,26.2,13.0,0.0,1012.6 Hpa,260º(W),7,3/8,-,-
BAM,14/01/2024,19.1,25.0,13.1,0.0,1011.8 Hpa,307º(NW),7,4/8,-,-
BAM,13/01/2024,19.8,26.0,13.6,0.0,1010.0 Hpa,295º(NW),10,3/8,-,-
BAM,12/01/2024,17.6,25.5,9.6,0.0,1007.9 Hpa,273º(W),7,3/8,-,-
BAM,11/01/2024,17.5,23.7,11.3,0.0,1012.0 Hpa,320º(NW),7,3/8,-,-
BAM,10/01/2024,17.6,25.2,10.0,0.0,1013.5 Hpa,240º(SW),11,3/8,-,-
BAM,09/01/2024,15.1,22.8,7.3,0.0,1019.1 Hpa,261º(W),8,0/8,-,-
BAM,08/01/2024,11.6,17.8,5.4,0.0,1023.7 Hpa,270º(W),9,0/8,-,-
BAM,07/01/2024,14.8,19.2,10.4,0.0,1020.6 Hpa,298º(NW),10,2/8,-,-
BAM,06/01/2024,16.2,24.1,8.3,0.0,1011.5 Hpa,261º(W),6,0/8,-,-
BAM,05/01/2024,15.2,22.2,8.3,0.0,1015.2 Hpa,268º(W),8,0/8,-,-
BAM,04/01/2024,16.3,22.5,10.1,0.2,1012.7 Hpa,299º(NW),10,2/8,-,-
BAM,03/01/2024,16.2,22.7,9.8,0.0,1012.2 Hpa,303º(NW),6,1/8,-,-
BAM,02/01/2024,14.1,18.7,9.5,0.0,1017.8 Hpa,315º(NW),5,2/8,-,-
BAM,01/01/2024,15.8,22.3,9.3,0.8,1016.4 Hpa,345º(N),7,3/8,-,-
BANDAR LENGEH,31/01/2024,21.4,25.7,17.1,0.0,1015.3 Hpa,109º(E),9,2/8,-,-
BANDAR LENGEH,30/01/2024,21.6,26.1,17.0,0.0,1016.6 Hpa,311º(NW),11,1/8,-,-
BANDAR LENGEH,29/01/2024,21.1,25.5,16.8,0.0,1017.0 Hpa,279º(W),11,3/8,-,-
BANDAR LENGEH,28/01/2024,22.8,25.6,20.0,0.0,1015.5 Hpa,287º(W),15,3/8,-,-
BANDAR LENGEH,27/01/2024,21.3,26.1,16.5,0.0,1015.8 Hpa,96º(E),12,4/8,-,-
BANDAR LENGEH,26/01/2024,21.0,26.0,16.0,0.0,1015.2 Hpa,102º(E),12,2/8,-,-
BANDAR LENGEH,25/01/2024,21.1,26.0,16.2,0.0,1015.9 Hpa,325º(NW),14,1/8,-,-
BANDAR LENGEH,24/01/2024,19.6,24.8,14.4,0.0,1017.3 Hpa,320º(NW),12,0/8,-,-
BANDAR LENGEH,23/01/2024,19.9,25.0,14.8,0.0,1019.0 Hpa,302º(NW),10,0/8,-,-
BANDAR LENGEH,22/01/2024,21.1,26.3,16.0,0.0,1019.2 Hpa,330º(NW),9,0/8,-,-
BANDAR LENGEH,21/01/2024,21.2,25.8,16.6,0.0,1017.8 Hpa,314º(NW),10,0/8,-,-
BANDAR LENGEH,20/01/2024,20.0,25.1,14.9,0.0,1019.0 Hpa,76º(E),7,0/8,-,-
BANDAR LENGEH,19/01/2024,19.6,25.0,14.2,0.0,1016.2 Hpa,189º(S),5,0/8,-,-
BANDAR LENGEH,18/01/2024,19.9,25.5,14.2,0.0,1014.4 Hpa,298º(NW),8,0/8,-,-
BANDAR LENGEH,17/01/2024,22.2,26.7,17.8,0.0,1012.9 Hpa,273º(W),13,2/8,-,-
BANDAR LENGEH,16/01/2024,24.5,31.6,17.4,0.0,1014.7 Hpa,286º(W),11,1/8,-,9.3
BANDAR LENGEH,15/01/2024,22.6,27.6,17.5,0.0,1016.5 Hpa,299º(NW),14,1/8,-,-
BANDAR LENGEH,14/01/2024,21.8,27.1,16.4,0.0,1016.5 Hpa,303º(NW),10,3/8,-,-
BANDAR LENGEH,13/01/2024,20.4,25.4,15.4,0.0,1016.6 Hpa,309º(NW),10,2/8,-,-
BANDAR LENGEH,12/01/2024,19.4,24.4,14.5,0.0,1016.1 Hpa,339º(N),12,1/8,-,-
BANDAR LENGEH,11/01/2024,19.3,24.3,14.3,0.0,1017.3 Hpa,324º(NW),9,2/8,-,-
BANDAR LENGEH,10/01/2024,19.6,24.8,14.4,0.0,1019.5 Hpa,11º(N),9,1/8,-,-
BANDAR LENGEH,09/01/2024,20.2,25.6,14.9,0.0,1020.5 Hpa,317º(NW),8,0/8,-,-
BANDAR LENGEH,08/01/2024,20.1,25.4,14.8,0.0,1020.7 Hpa,66º(NE),9,0/8,-,-
BANDAR LENGEH,07/01/2024,20.1,24.9,15.4,0.0,1017.9 Hpa,47º(NE),10,0/8,-,-
BANDAR LENGEH,06/01/2024,21.2,26.0,16.4,0.0,1016.4 Hpa,291º(W),8,0/8,-,-
BANDAR LENGEH,05/01/2024,20.8,25.7,15.9,0.0,1016.0 Hpa,11º(N),7,0/8,-,-
BANDAR LENGEH,04/01/2024,21.4,25.9,16.8,0.0,1014.2 Hpa,306º(NW),17,0/8,-,-
BANDAR LENGEH,03/01/2024,21.6,26.4,16.8,0.0,1014.4 Hpa,315º(NW),11,0/8,-,-
BANDAR LENGEH,02/01/2024,24.1,28.6,19.7,0.0,1015.7 Hpa,276º(W),11,0/8,-,-
BANDAR LENGEH,01/01/2024,22.9,28.2,17.7,0.0,1016.4 Hpa,304º(NW),14,0/8,-,-
BANDAR-E-DAYYER,31/01/2024,22.1,28.0,16.1,2.1,1016.0 Hpa,262º(W),5,3/8,-,-
BANDAR-E-DAYYER,30/01/2024,20.3,25.8,14.8,0.0,1016.8 Hpa,265º(W),2,5/8,-,-
BANDAR-E-DAYYER,29/01/2024,20.8,26.7,14.8,0.0,1017.7 Hpa,315º(NW),10,5/8,-,-
BANDAR-E-DAYYER,28/01/2024,21.1,25.9,16.2,0.0,1017.8 Hpa,310º(NW),13,2/8,-,-
BANDAR-E-DAYYER,27/01/2024,21.9,25.9,18.0,0.0,1014.5 Hpa,171º(S),16,5/8,-,-
BANDAR-E-DAYYER,26/01/2024,21.3,26.6,16.0,0.0,1014.2 Hpa,128º(SE),12,2/8,-,-
BANDAR-E-DAYYER,25/01/2024,20.4,26.5,14.2,0.0,1015.9 Hpa,317º(NW),4,0/8,-,-
BANDAR-E-DAYYER,24/01/2024,20.4,26.5,14.4,0.0,1017.1 Hpa,130º(SE),5,0/8,-,-
BANDAR-E-DAYYER,23/01/2024,20.5,26.4,14.6,0.0,1019.4 Hpa,336º(NW),2,0/8,-,-
BANDAR-E-DAYYER,22/01/2024,21.1,25.5,16.8,0.0,1019.5 Hpa,317º(NW),5,0/8,-,-
BANDAR-E-DAYYER,21/01/2024,20.8,27.4,14.2,0.0,1018.8 Hpa,312º(NW),12,0/8,-,-
BANDAR-E-DAYYER,20/01/2024,21.2,27.3,15.1,0.0,1019.2 Hpa,340º(N),2,0/8,-,-
BANDAR-E-DAYYER,19/01/2024,21.2,26.8,15.6,0.0,1017.2 Hpa,306º(NW),12,0/8,-,-
BANDAR-E-DAYYER,18/01/2024,22.1,28.2,16.0,0.0,1016.1 Hpa,316º(NW),4,0/8,-,-
BANDAR-E-DAYYER,17/01/2024,21.2,25.6,16.8,0.0,1015.1 Hpa,307º(NW),15,0/8,-,-
BANDAR-E-DAYYER,16/01/2024,22.5,28.5,16.5,0.0,1016.8 Hpa,305º(NW),8,3/8,-,-
BANDAR-E-DAYYER,15/01/2024,22.4,28.1,16.8,0.0,1017.5 Hpa,285º(W),2,4/8,-,-
BANDAR-E-DAYYER,14/01/2024,22.2,27.3,17.2,0.0,1017.0 Hpa,69º(E),2,2/8,-,-
BANDAR-E-DAYYER,13/01/2024,20.6,25.6,15.6,0.0,1016.6 Hpa,106º(E),9,2/8,-,-
BANDAR-E-DAYYER,12/01/2024,19.4,24.8,14.0,0.0,1015.8 Hpa,97º(E),9,3/8,-,-
BANDAR-E-DAYYER,11/01/2024,18.9,25.3,12.6,0.0,1017.2 Hpa,125º(SE),2,3/8,-,-
BANDAR-E-DAYYER,10/01/2024,18.3,23.8,12.8,0.0,1020.1 Hpa,313º(NW),5,2/8,-,-
BANDAR-E-DAYYER,09/01/2024,19.4,26.7,12.1,0.0,1020.9 Hpa,330º(NW),1,0/8,-,-
BANDAR-E-DAYYER,08/01/2024,20.6,28.0,13.1,0.0,1021.7 Hpa,210º(SW),1,0/8,-,-
BANDAR-E-DAYYER,07/01/2024,21.6,26.9,16.4,0.0,1018.4 Hpa,308º(NW),8,0/8,-,-
BANDAR-E-DAYYER,06/01/2024,20.4,26.0,14.8,0.0,1017.2 Hpa,312º(NW),15,0/8,-,-
BANDAR-E-DAYYER,05/01/2024,19.9,26.8,13.1,0.0,1016.6 Hpa,300º(NW),7,0/8,-,-
BANDAR-E-DAYYER,04/01/2024,20.1,24.1,16.0,0.0,1016.7 Hpa,308º(NW),15,0/8,-,-
BANDAR-E-DAYYER,03/01/2024,20.8,24.7,16.9,0.7,1015.9 Hpa,310º(NW),8,3/8,-,-
BANDAR-E-DAYYER,02/01/2024,22.3,27.3,17.3,0.0,1017.1 Hpa,302º(NW),9,0/8,-,-
BANDAR-E-DAYYER,01/01/2024,21.9,25.6,18.3,0.0,1018.2 Hpa,307º(NW),9,2/8,-,-
BANDARABBASS,31/01/2024,20.4,27.7,13.0,0.0,1015.6 Hpa,320º(NW),10,2/8,-,-
BANDARABBASS,30/01/2024,19.9,26.9,12.8,0.0,1016.4 Hpa,238º(SW),9,4/8,-,-
BANDARABBASS,29/01/2024,20.4,26.4,14.5,0.0,1016.6 Hpa,274º(W),13,4/8,-,-
BANDARABBASS,28/01/2024,24.1,28.3,19.8,0.0,1015.1 Hpa,264º(W),14,6/8,-,-
BANDARABBASS,27/01/2024,23.8,27.5,20.0,Tr,1015.7 Hpa,241º(SW),12,6/8,-,-
BANDARABBASS,26/01/2024,21.0,26.7,15.3,0.0,1015.6 Hpa,15º(N),10,5/8,-,-
BANDARABBASS,25/01/2024,20.1,26.1,14.2,0.0,1016.0 Hpa,314º(NW),10,4/8,-,-
BANDARABBASS,24/01/2024,19.3,26.4,12.2,0.0,1017.0 Hpa,305º(NW),11,2/8,-,-
BANDARABBASS,23/01/2024,19.7,26.7,12.7,0.0,1018.9 Hpa,294º(NW),11,0/8,-,-
BANDARABBASS,22/01/2024,19.9,27.0,12.7,0.0,1018.9 Hpa,299º(NW),11,0/8,-,-
BANDARABBASS,21/01/2024,19.8,26.7,12.8,0.0,1017.4 Hpa,272º(W),11,1/8,-,-
BANDARABBASS,20/01/2024,22.7,28.9,16.5,0.0,1018.8 Hpa,327º(NW),8,2/8,-,-
BANDARABBASS,19/01/2024,20.2,26.2,14.3,0.0,1016.5 Hpa,280º(W),10,2/8,-,-
BANDARABBASS,18/01/2024,21.0,28.9,13.1,0.0,1014.4 Hpa,273º(W),11,3/8,-,-
BANDARABBASS,17/01/2024,22.3,28.7,15.9,0.0,1012.5 Hpa,280º(W),13,2/8,-,-
BANDARABBASS,16/01/2024,21.6,28.8,14.5,0.0,1013.7 Hpa,286º(W),13,3/8,-,9.2
BANDARABBASS,15/01/2024,20.7,27.5,13.9,0.0,1016.1 Hpa,294º(NW),10,2/8,-,-
BANDARABBASS,14/01/2024,20.6,26.7,14.5,0.0,1016.5 Hpa,335º(NW),10,3/8,-,-
BANDARABBASS,13/01/2024,19.6,26.1,13.0,0.0,1016.5 Hpa,276º(W),11,3/8,-,-
BANDARABBASS,12/01/2024,18.6,24.9,12.3,0.0,1016.2 Hpa,327º(NW),10,2/8,-,-
BANDARABBASS,11/01/2024,16.4,23.9,8.9,0.0,1017.6 Hpa,338º(N),11,2/8,-,-
BANDARABBASS,10/01/2024,17.3,25.8,8.8,0.0,1019.5 Hpa,286º(W),10,1/8,-,-
BANDARABBASS,09/01/2024,17.8,26.6,8.9,0.0,1020.5 Hpa,276º(W),10,1/8,-,-
BANDARABBASS,08/01/2024,20.1,27.8,12.5,0.0,1021.0 Hpa,320º(NW),9,0/8,-,-
BANDARABBASS,07/01/2024,20.4,26.3,14.4,0.0,1018.1 Hpa,296º(NW),11,1/8,-,-
BANDARABBASS,06/01/2024,20.5,26.8,14.2,0.0,1016.1 Hpa,288º(W),12,1/8,-,-
BANDARABBASS,05/01/2024,20.8,27.2,14.4,0.0,1015.8 Hpa,290º(W),10,1/8,-,-
BANDARABBASS,04/01/2024,20.3,26.3,14.3,0.0,1014.0 Hpa,275º(W),10,1/8,-,-
BANDARABBASS,03/01/2024,20.6,26.8,14.3,0.0,1013.9 Hpa,291º(W),14,1/8,-,-
BANDARABBASS,02/01/2024,22.4,28.8,15.9,0.0,1015.6 Hpa,247º(SW),11,1/8,-,-
BANDARABBASS,01/01/2024,21.6,29.4,13.7,0.0,1016.2 Hpa,304º(NW),13,2/8,-,-
BIRJAND,31/01/2024,4.2,11.9,-3.4,0.0,1020.9 Hpa,60º(NE),11,2/8,-,-
BIRJAND,30/01/2024,5.3,14.4,-3.7,0.0,1019.9 Hpa,59º(NE),11,1/8,-,-
BIRJAND,29/01/2024,7.3,16.4,-1.7,0.0,1017.8 Hpa,49º(NE),13,2/8,-,-
BIRJAND,28/01/2024,12.0,15.8,8.2,0.0,1010.3 Hpa,295º(NW),23,2/8,-,-
BIRJAND,27/01/2024,11.1,19.1,3.1,0.5,1009.0 Hpa,97º(E),13,6/8,-,-
BIRJAND,26/01/2024,10.2,18.2,2.1,0.0,1014.2 Hpa,67º(NE),12,7/8,-,-
BIRJAND,25/01/2024,11.8,17.5,6.1,0.0,1012.4 Hpa,66º(NE),11,4/8,-,-
BIRJAND,24/01/2024,8.9,20.1,-2.2,Tr,1013.3 Hpa,235º(SW),14,6/8,-,-
BIRJAND,23/01/2024,7.0,17.6,-3.7,0.0,1021.8 Hpa,74º(E),8,2/8,-,-
BIRJAND,22/01/2024,6.3,16.3,-3.7,0.0,1022.6 Hpa,114º(SE),11,1/8,-,-
BIRJAND,21/01/2024,6.3,16.4,-3.8,0.0,1021.1 Hpa,49º(NE),9,1/8,-,-
BIRJAND,20/01/2024,7.1,18.3,-4.1,0.0,1023.5 Hpa,110º(E),8,0/8,-,-
BIRJAND,19/01/2024,3.1,8.8,-2.5,0.0,1019.8 Hpa,97º(E),14,3/8,-,-
BIRJAND,18/01/2024,7.0,17.4,-3.4,0.0,1020.1 Hpa,123º(SE),10,1/8,-,-
BIRJAND,17/01/2024,6.1,15.4,-3.2,0.0,1019.0 Hpa,136º(SE),8,0/8,-,-
BIRJAND,16/01/2024,9.9,16.2,3.7,0.0,1016.7 Hpa,27º(NE),11,3/8,-,9.7
BIRJAND,15/01/2024,11.4,19.3,3.5,0.2,1015.6 Hpa,39º(NE),11,6/8,-,-
BIRJAND,14/01/2024,10.3,20.7,0.0,0.0,1014.6 Hpa,40º(NE),15,5/8,-,-
BIRJAND,13/01/2024,9.1,18.0,0.2,0.0,1013.4 Hpa,103º(E),12,0/8,-,-
BIRJAND,12/01/2024,9.2,19.5,-1.1,0.0,1009.2 Hpa,341º(N),11,4/8,-,-
BIRJAND,11/01/2024,9.4,19.0,-0.2,0.0,1015.7 Hpa,52º(NE),11,2/8,-,-
BIRJAND,10/01/2024,9.3,22.2,-3.6,0.0,1017.2 Hpa,92º(E),14,1/8,-,-
BIRJAND,09/01/2024,5.8,18.2,-6.5,0.0,1023.6 Hpa,91º(E),13,3/8,-,-
BIRJAND,08/01/2024,3.6,13.7,-6.4,0.0,1026.3 Hpa,98º(E),11,0/8,-,-
BIRJAND,07/01/2024,7.0,11.0,2.9,0.0,1021.5 Hpa,22º(N),11,3/8,-,-
